,quarters,ratings,title_senti,pnc_senti,work_duration,current_employee,recommend,ceo_approval,business_outlook,recommend_minus,ceo_minus,business_minus,ceo_same,business_same,recommend_plus,ceo_plus,business_plus,balance_life,balance_work,balance_work-life,balance_work/life,company_large,decision_making,environment_work,flexible_hour,great_place,hour_long,job_security,leadership_program,life_work,long_term,management_upper,n_n,none_none,people_smart,red_tape,short_term,earnings,pred_column
1,Q2,0.46159449502158056,0.6752620926763702,0.9425946376362345,0.4774405263862791,1,2,2,0,0.2676827816146702,0.48626373626373626,0.10392011834319528,0.6065258738388932,0.34188034188034183,0.5646287631399295,0.9246534848584379,0.3357723577235772,0.43514209133945975,0.4015072983384387,0.37777777777777777,0.21376313671539368,0.17634605694129502,0.14516459499850434,0.24962962962962967,0.13906249999999998,0.3910416666666667,0.36714285714285716,0.1260808270676692,0.01577380952380954,0.3205560392684453,0.03798534798534798,-0.01098765432098765,0.28665824915824917,0.11381870824782081,0.5083059210526316,0.016666666666666666,0.07857142857142857,3105,1.0
2,Q3,0.4259179145747424,0.7739279455800016,0.8978989656740798,0.0,1,2,2,1,0.47093365401837123,0.7808393952088967,0.35727908455181184,0.5675338120566024,0.9917355371900826,0.7621773486876129,0.7521860950942544,0.7159443660552307,0.40095598845598845,0.38657395382395376,0.43847619047619046,1.0,0.1369047619047619,0.25,0.2272470238095238,0.21503221971419317,0.4661591880341881,-0.1,0.6,0.2743121693121693,0.3118834776334776,-0.05,-0.034722222222222224,0.28665824915824917,-1.0,0.3305860805860806,0.0625,0.10775406908870451,3491,1.0
3,Q4,0.26670405799154195,0.8279780591064893,0.3475289838871948,0.37347144988876746,1,2,2,1,0.42139125386996906,0.9473646313364056,0.44328425480769235,0.27703235610957216,1.0,0.8704396083428343,0.9461864859094792,0.6453125,0.09787698412698412,0.09787698412698412,0.34067439253500764,0.21376313671539368,0.17985714285714288,0.14516459499850434,0.19196969696969698,0.20191798941798944,0.5558154761904762,0.09803439153439153,0.1247053872053872,0.278125,0.08351388888888889,0.1625,0.16169871794871793,0.28665824915824917,-0.10999999999999996,0.43959595959595965,0.1643685406916227,0.10775406908870451,4011,1.0
4,Q5,0.5886327528198222,0.8337912561826497,0.7803005381581221,0.276686397728889,1,2,2,2,0.20176992800925064,0.49054744322913774,0.2115963855421687,0.4824579944895,0.8674698795180723,1.0,0.9341413476279156,0.849544519541581,0.6475,0.4931522108843537,0.15943877551020408,0.04702380952380952,0.21445578231292514,0.14516459499850434,0.22944948107448107,0.14583333333333334,0.44782312925170065,0.25055555555555553,0.19165513951726357,0.2271825396825397,0.5331597222222222,0.48333333333333334,-0.009259259259259264,0.28665824915824917,0.11381870824782081,0.30316326530612236,0.18998316498316498,0.0,3527,0.0
5,Q6,0.3489927868534422,0.8953064188914814,0.5906671066494635,0.3588469370574764,1,2,2,1,0.521317325644601,0.6050058043409434,0.4331327069876688,0.7797137815746008,0.9160305343511451,0.6779062129960925,0.6015410590543739,0.676671010984919,-0.09285714285714285,0.17142857142857146,0.37837301587301586,0.18999999999999995,0.16715873015873017,0.0,0.4356770833333333,-0.025,0.5702702191987906,0.07309523809523812,0.19165513951726357,0.31770833333333337,0.13636363636363635,-0.2547619047619048,0.0,0.28665824915824917,0.11381870824782081,0.44761904761904764,0.2316635745207174,0.10775406908870451,3133,0.0
6,Q7,0.6337338700027109,0.7909888786008481,0.7736820614627791,0.5285332890454226,1,2,2,2,0.2909499108113096,0.23137607959227272,0.5546994396332144,0.6747221254018049,0.8300220750551875,0.8743240800493525,0.7668942037427682,0.6537554514617994,0.2955371900826446,0.2953535353535353,0.22924242424242425,0.7,0.16947789115646258,0.13009259259259257,0.15020833333333333,0.22857142857142856,0.6866666666666668,-0.020833333333333332,0.4838095238095238,0.21416666666666664,0.27090909090909093,0.028571428571428564,0.09716029881871718,0.28665824915824917,0.1820408163265306,0.3003787878787879,0.12274305555555555,0.05104166666666666,3191,1.0
7,Q8,0.3224210938944162,0.49810752321368085,0.6294644393313293,0.2634103736130116,1,2,2,2,0.516083328960487,1.0,0.4121577574967406,0.6586781156479264,0.8286252354048965,0.6638749613052513,0.6020929525684262,0.6943089430894308,0.12892405459554218,0.12892405459554218,0.34067439253500764,0.10740740740740741,0.13021825396825398,-0.025,0.4232312925170068,0.7,0.5155555555555557,0.21249999999999997,0.3055555555555555,0.150041650268923,0.1848470500459137,0.2263888888888889,0.24380952380952378,0.28665824915824917,0.11499999999999999,0.3732142857142857,0.0482579365079365,0.10775406908870451,3206,1.0
8,Q9,0.4087218688059909,0.9641060825854173,0.7014666700919169,0.2944818991647413,1,2,2,2,0.3139453493067708,0.3162191945501903,0.27019230769230773,0.5783425000334551,0.8927536231884058,0.6239163967074207,0.8262169086251068,0.7795758218451749,0.35748602426380205,0.33970824648602427,0.5,0.1525,0.1600426194176194,-0.10000000000000002,-0.013436871770205113,0.125,0.5000000000000001,0.10492091929591929,0.10972222222222222,0.4916666666666667,0.28823151392992663,0.2128747795414462,0.26726190476190476,0.28665824915824917,0.20000000000000007,0.3556845238095238,0.09958152958152959,0.1442857142857143,2999,0.0
9,Q10,0.5484120220031788,1.0,0.8134753093115445,0.21436175552502434,1,2,2,2,0.2797618282954151,0.49695967263896584,0.31391637408234924,0.4909368857829221,0.8409405255878285,0.9134374327788863,0.82090705181584,0.8025098674223256,0.44780158730158726,0.4121675170068027,0.4049107142857143,-0.025793650793650785,0.19131349206349207,0.07115384615384612,0.2868309294871795,-0.08888888888888889,0.44543209876543205,0.06734906462585034,0.19165513951726357,0.19322796416546417,0.41359746031746025,0.10192708333333332,0.14375,0.28665824915824917,0.16828703703703704,0.24923314780457637,0.29732142857142857,0.08,3545,1.0
10,Q11,0.5223892677201996,0.8577753385279425,0.7791674429415745,0.20488632044721738,1,2,2,2,0.26409774436090233,0.6344086021505376,0.3216575091575092,0.47465520526462357,0.6984126984126985,0.6563003982358823,0.7246553617177016,0.8234417344173441,0.19769095102428436,0.16629622460872462,0.0407617845117845,0.1279761904761905,0.16171428571428573,0.36527777777777776,0.1987099358974359,0.0875,0.4798773448773449,0.024842592592592593,0.18939393939393936,0.8,0.21855204517704518,0.06111111111111112,-0.05,0.28665824915824917,0.11381870824782081,0.32544217687074833,0.29027777777777775,0.1285714285714286,3537,0.0
11,Q12,0.5700288957781594,0.8908742176595752,1.0,0.3827286315743422,1,2,2,2,0.021115753404069893,0.3015860587893159,0.20985810306198655,0.5726691110334173,0.7249190938511326,0.9520637986031035,0.627432366328671,0.8704001894387875,0.10663690476190478,0.10441844729344729,0.4022136752136752,0.65,0.09443722943722943,0.14516459499850434,0.32356791758559433,0.34791666666666665,0.41911111111111116,-0.05000000000000001,0.07291666666666666,0.40875,0.06342948717948718,0.07500000000000001,0.24375000000000002,0.28665824915824917,0.0,0.2615460927960928,0.17603535353535354,-0.018750000000000003,5152,1.0
12,Q13,0.5296118238389744,0.7510719007879126,0.7060674893766024,0.7069665474416732,1,2,0,2,0.44170242777053925,0.3191288721242638,0.312964062964063,0.39537440091456716,0.8957528957528957,0.6643526364537699,0.34695620348908135,0.8011865524060645,0.3624,0.34978095238095236,0.2579274891774892,0.3946428571428572,0.32619047619047625,0.5142857142857143,0.36252138734281586,0.4475340136054422,0.6642857142857144,0.01923582766439911,0.292929292929293,0.13414149562959088,0.3270666666666666,-0.04428571428571428,0.10833333333333332,0.7,0.0,0.1912408424908425,0.1643685406916227,0.21944444444444444,-13570,0.0
13,Q14,0.6152800593665344,0.4194503621447347,0.6365621397284917,0.5931731718513712,1,2,0,2,0.13403592771257836,0.1462195906119387,0.2749049642218247,0.29214892596648706,0.5426356589147286,0.8386110300964015,0.4988580620817032,0.9721781055019852,0.3908040438397581,0.3710390559732665,0.14746428571428571,0.18980952380952384,0.23623809523809522,0.0,0.3440759637188209,0.351010101010101,0.5842366522366523,0.17291666666666666,0.24479166666666666,0.26666666666666666,0.3014101044458187,0.05000000000000001,0.14135802469135803,0.28665824915824917,0.0,0.26442743764172333,0.05845454545454546,0.0,-1360,1.0
14,Q15,0.5255685900735151,0.27372858943510325,0.6585098908219755,0.3972460957243653,1,2,0,2,0.1735901101190263,0.4592470623456328,0.31344815277529897,0.3244810646716927,0.60015467904099,0.7230069331708432,0.5144630186981997,0.8740988059532567,0.3130864340685769,0.2601146670789528,0.27937667491238916,0.3986666666666666,0.2176585108249649,-0.02752976190476189,0.31241645781119465,0.013809523809523805,0.5136730828695115,0.02754629629629629,0.4741418650793651,0.5625,0.2591404627118913,0.20062873634302206,0.020312500000000004,0.28665824915824917,0.384375,0.23102056277056277,0.03669758812615955,0.1961842918985776,2506,1.0
15,Q16,0.6932989905458145,0.31164765853933724,0.6028711577784068,0.4772678670878076,1,2,0,2,0.190077269297812,0.0,0.24975759534583067,0.3827766871599363,0.4780578898225957,0.717639507013321,0.4785179656832844,0.9254901960784313,0.3710273654916512,0.2995433931148217,0.0737161172161172,0.22394372294372294,0.24614199134199133,0.2,0.2633650337529648,0.3466666666666667,0.5406503345139709,0.1533843537414966,0.10638888888888891,0.17916666666666667,0.2841691558441558,0.1878968253968254,0.09204803133374563,0.28665824915824917,0.15128205128205127,0.3003571428571429,0.32796296296296296,0.10775406908870451,6301,1.0
16,Q17,0.6004550706661816,0.24896533665804127,0.8000357273563248,0.5423501636283704,1,2,0,2,0.11235382154857455,0.2090713521305174,0.2881197593875319,0.29717492367319726,0.631911532385466,0.699013514943801,0.3834855776041055,0.7924864177551728,0.39832227891156463,0.38253629500580716,0.20567857142857143,0.09920833333333333,0.20690393303786161,0.14711811997526286,0.36480614606953893,0.32402210884353744,0.5357222222222222,0.14304292929292928,0.24682539682539684,0.3753174603174603,0.3846115288220551,0.10692857142857143,0.15016666666666664,0.28665824915824917,-0.42499999999999993,0.21904761904761905,0.02500000000000001,0.225,228,0.0
17,Q18,0.6955074435327934,0.18128233870933008,0.7254165944781141,0.4161520004850139,1,2,0,2,0.2732314824898487,0.1950362411134011,0.33943757247777345,0.22100112752126286,0.5293132328308208,0.6454460620451866,0.3889408614378468,0.8706459124892756,0.35162509448223733,0.31527879008746357,0.22678571428571428,-0.05000000000000002,0.22542623299319725,0.057040816326530595,0.318800770928206,0.31999999999999995,0.534696333078686,0.1295238095238095,0.175,0.18604915223665222,0.33848054846938774,0.13632491582491582,0.0971957671957672,0.25,0.12499999999999999,0.26559082892416225,0.14222222222222222,0.0,2908,1.0
18,Q19,0.7792158620554841,0.2679843675883706,0.5927060623063081,0.5865932299863648,1,2,0,2,0.09584404680694761,0.16622778143515468,0.2551452784503632,0.26093035145103316,0.5230024213075061,0.8860621446734078,0.5442545122957345,1.0,0.23882731637361268,0.2761059311059311,0.8,0.06681818181818182,0.21170175981078235,0.15,0.3146487532777855,0.16317460317460314,0.6198484848484849,0.14444444444444446,0.27485714285714286,0.14893849206349205,0.3225633317299984,-0.0006776556776556791,0.03759920634920634,0.28665824915824917,0.31666666666666665,0.3232738095238095,0.13020833333333334,0.08333333333333333,2027,0.0
19,Q20,0.7530720023587429,0.18919359338914013,0.5169773033692471,0.52850893416731,1,2,2,2,0.24412396537562395,0.37696910561459607,0.3170624018838305,0.31682904001859286,0.4829931972789116,0.6749211991147476,0.6891088203001099,0.9148083623693379,0.1282589285714286,0.1454811507936508,0.5075555555555556,0.24520833333333333,0.2584776334776335,0.09999999999999999,0.4238269841269841,0.18909523809523807,0.5520433501683503,0.15833333333333333,0.08055555555555556,0.24902222222222226,0.19899372586872585,0.03738425925925925,0.1,0.28665824915824917,0.0,0.4064360119047619,0.18,0.08804453262786598,2336,1.0
20,Q21,0.6314939879339229,0.3382597669940015,0.7143281359791024,0.5248227491364784,1,2,2,2,0.16148566948803467,0.23600700144380057,0.3130983823043909,0.5274663580870708,0.5550786838340486,0.5389813609389963,0.5955457900697472,0.7479221187061655,0.27593537414965985,0.3066335064674908,-0.06749999999999996,0.18694150641025642,0.2354322344322344,0.0,0.35129161827332556,0.15595703125,0.5387391774891775,0.061111111111111116,0.08541666666666667,0.26995555555555556,0.2537981859410431,-0.07952380952380954,0.1217559523809524,0.28665824915824917,0.0,0.2536904761904762,0.35,0.0,-83,0.0
21,Q22,0.566501701072831,0.25618523559097667,0.4508920373127568,0.5533616829700307,1,2,2,2,0.25150763722800173,0.8498154498001615,0.4801995989792199,0.5625828727468459,0.6382306477093207,0.5285140490766541,0.4683929561560784,0.6301699225523061,0.19452748383303942,0.20783593322386426,0.40119047619047615,-0.03289682539682539,0.20785643424036282,-0.1375,0.28964998196248193,0.3052014652014652,0.5745370370370371,0.1329439484126984,0.13555555555555557,0.23776695526695527,0.25833250458250456,-0.04107142857142858,0.16666666666666666,0.28665824915824917,0.16,0.3323015873015873,0.1643685406916227,0.14647495361781077,1057,1.0
22,Q23,0.47735481420301623,0.23178925031451816,0.6187378991847522,0.5171128980859141,1,2,1,2,0.5993394666479033,0.474647832006703,0.644777097902098,0.86340727216766,0.5984848484848485,0.3105459819169497,0.33906771601583724,0.572339246119734,0.34542200854700855,0.3438722222222222,0.3877777777777778,-0.060833333333333336,0.2638095238095238,0.12857142857142856,0.3833730158730159,0.22566666666666665,0.38913492063492067,-0.0042427849927849925,0.08425595238095239,0.24661135161135161,0.4047413194444444,0.10226190476190475,0.041874999999999996,0.28665824915824917,0.35,0.33869047619047615,0.09475541125541126,0.12063492063492065,1360,1.0
23,Q24,0.1574748407066651,0.03450092679017373,0.3237890653571213,0.6297161792844267,1,2,1,-1,0.5576724616972296,0.6541612509354445,0.9622233179925488,0.9028278698946597,0.5394112060778727,0.27051560054041446,0.15174407147080077,0.3902994927385171,0.03868452380952381,0.05475595238095238,0.0,-0.22499999999999995,0.14148242630385485,-0.08303571428571431,0.31886967418546364,0.4497222222222222,0.5879166666666668,0.13749999999999998,0.22375,0.2764646464646464,0.14631862745098037,0.21694444444444447,0.05731292517006803,0.11742424242424243,0.12460317460317462,0.3242559523809524,0.35,0.08916666666666667,-10820,0.0
24,Q25,0.0,0.0,0.2512216870084921,0.6959984870365707,1,2,1,-1,1.0,0.6289256604949407,1.0,1.0,0.6832740213523132,0.0,0.17499414984303344,0.2939501779359431,0.3173665490887713,0.3212436267436268,0.11875000000000002,0.6273809523809524,0.14192956349206348,0.375,0.3627605025596097,0.14643658810325477,0.2629405162738496,-0.05,-0.19999999999999998,0.33958333333333335,0.32446077754773406,0.16770833333333335,0.1637329931972789,0.28665824915824917,0.35681818181818187,0.26701833146277587,0.1643685406916227,0.04,-1147,1.0
25,Q26,0.05009754897193364,0.1183911849137814,0.0,1.0,1,2,1,-1,0.8819962620022542,0.8225594087791205,0.7968805388160227,0.8593016213425471,0.7004608294930875,0.11809918573706295,0.26599031116813,0.41778127458693937,0.2774743609565038,0.2774743609565038,0.6166666666666667,0.0,0.14138095238095238,0.14516459499850434,0.28485119047619045,0.16666666666666666,0.6821625344352618,-0.25,0.1,0.5381944444444444,0.29076319921908156,0.5116666666666667,0.11022222222222222,0.28665824915824917,0.0,0.20733560090702946,0.11071428571428571,-0.0625,800,1.0
26,Q27,0.24741226810723463,0.11695100005927155,0.4370450127701679,0.6324940650156464,1,2,2,0,0.6270255582636189,0.822899303853319,0.6754807692307693,0.6781039010366529,0.5815602836879433,0.06756614066154208,0.32251485364391236,0.4822262584327971,0.40675015460729746,0.40880785880785886,0.34067439253500764,0.19,0.23497189153439152,-0.08040123456790126,0.2090081004853732,0.12976190476190477,0.7777777777777778,0.002083333333333326,0.15000000000000002,0.3244642857142857,0.3998726763432646,0.054761904761904755,0.125,0.28665824915824917,0.4,0.09275793650793651,0.355,0.10305555555555555,-22770,0.0
27,Q28,0.07459078835619125,0.12835109738050127,0.06001947077305137,0.4565330832948663,1,2,1,-1,0.7024412183080914,0.5198966247353345,0.8580431392931392,0.9729916897506926,0.5585585585585585,0.22047300469270822,0.18637916310845432,0.4900461437046803,0.3201851851851852,0.36645833333333333,0.1875,0.21376313671539368,0.022619047619047608,0.14516459499850434,0.2321666666666667,0.0,0.653125,0.11302910052910052,0.19165513951726357,0.2940021248090512,0.33314814814814814,0.4125,0.13333333333333333,0.28665824915824917,0.4527777777777778,0.054365079365079366,0.1643685406916227,0.10775406908870451,761,1.0
28,Q29,0.21012896913829693,0.4543962483891438,0.3587431813090935,0.3556289205132774,1,2,0,0,0.6759894569492093,0.23882177107983563,0.6024558212058212,0.7135272391505079,0.5765765765765766,0.030238876795110392,0.16908625106746375,0.4900461437046803,0.4339502164502164,0.4178125,0.7,0.39999999999999997,0.2805787037037037,0.14516459499850434,0.3669851190476191,0.07083333333333333,0.6833333333333333,0.23333333333333334,0.19,0.2940021248090512,0.32785714285714285,0.13149751255257208,-0.016666666666666666,-0.3,-0.25,0.22595238095238096,0.1643685406916227,0.10775406908870451,3588,1.0
29,Q30,0.34670638536627035,0.6302331068622342,0.4525479455202207,0.5233157190363019,1,2,0,0,0.4939654720050376,0.2165898617511521,0.503748370273794,0.8033136662649786,0.7231638418079096,0.16900350743981143,0.2839815310686217,0.40975609756097564,0.3118492063492063,0.3147530864197531,-0.17708333333333331,-0.22499999999999992,0.5047619047619047,0.125,0.3292890211640212,0.48750000000000004,0.6238888888888889,0.10492091929591929,0.23125,0.3166666666666667,0.3375283446712018,-0.11666666666666665,0.16499999999999998,0.28665824915824917,0.17666666666666667,0.2721649029982363,0.1643685406916227,-0.014455782312925158,127,0.0
30,Q31,0.6962850610064545,0.5383779123707881,0.3255305068054889,0.6855937770032458,1,2,0,0,0.3479876160990713,0.14138248847926269,0.4106923076923077,0.6206389658356417,0.6293333333333333,0.07116035141841588,0.3245841161400512,0.45933658536585364,0.16947128851540616,0.17950066137566137,0.04999999999999999,0.14999999999999997,0.342063492063492,0.14516459499850434,0.33650793650793653,0.2230952380952381,0.5080357142857143,0.10492091929591929,0.1,0.45499999999999996,0.21990714285714286,0.08124999999999999,0.35,0.5,-0.5,0.23691957453321089,-0.04523809523809524,0.10624999999999998,-9423,0.0
31,Q32,0.7136563049598889,0.5925733826423829,0.3259877632916405,0.3846564701998587,1,2,0,0,0.15022661262008874,0.14995961803411087,0.3342585249801745,0.519820531614803,0.577319587628866,0.36451052879386775,0.37767086022168034,0.6438521498617047,0.3807391534391534,0.4151719246031746,0.5905357142857143,0.21376313671539368,-0.048809523809523775,0.9,0.46601346801346805,0.2174074074074074,0.688888888888889,0.08238095238095237,0.4720238095238095,0.3,0.3697210317460317,0.3,0.09716029881871718,0.28665824915824917,0.11381870824782081,0.5946428571428571,0.1643685406916227,0.0,728,1.0
32,Q33,0.8937645301006707,0.620540795855151,0.3224903129451701,0.6615304384878904,0,2,2,0,0.206045299006029,0.2695044061767321,0.31601439496176337,0.44457943874768485,0.5146198830409356,0.2381490802543433,0.5193941300732617,0.6715447154471544,0.2673076923076923,0.29018493761140823,0.7,0.6000000000000001,0.05939682539682537,-0.05,0.31097725143298055,0.23055555555555554,0.45500000000000007,0.2833333333333333,0.44999999999999996,0.2940021248090512,0.31666666666666665,0.23931818181818182,0.1301388888888889,0.28665824915824917,1.0,0.3055952380952381,0.1643685406916227,0.09722222222222222,6199,1.0
33,Q34,0.7883445296533864,0.698025976201274,0.2654362354481716,0.6844808061993068,0,2,0,0,0.22564821981424157,0.2973790322580645,0.5572716346153846,0.20703100954139733,0.6833333333333332,0.4598509489638523,0.25036293766011963,0.5036585365853659,0.30598232323232327,0.2928510101010101,0.34067439253500764,0.26666666666666666,0.1232142857142857,0.14516459499850434,0.3196320346320346,0.0,0.7083333333333334,0.3833333333333333,0.17777777777777778,0.1571428571428571,0.2774186507936508,0.13149751255257208,0.09716029881871718,0.28665824915824917,0.3958333333333333,0.3357142857142857,0.1643685406916227,0.10775406908870451,-1987,0.0
34,Q35,1.0,0.948617215749755,0.47738641693385,0.5992014763267135,0,2,0,0,0.124281291463954,0.05664362519201228,0.3538232600732601,0.24607937973588945,0.5608465608465608,0.38319531867918966,0.1660668537269733,0.6075880758807588,0.3058300395256917,0.3038985088985089,0.3666666666666667,0.015476190476190484,0.11507936507936507,-0.125,0.38999458874458875,0.294,0.562857142857143,0.2899999999999999,0.0376984126984127,0.36666666666666664,0.35803661616161614,0.13874999999999998,0.030952380952380967,0.28665824915824917,0.215,0.17083333333333334,0.1643685406916227,0.2380952380952381,-1144,1.0
35,Q36,0.9407888172625204,0.7424821001586059,0.15205784895460983,0.5051024522675923,1,2,0,0,0.16124426177004383,0.0035158112188145556,0.4037356321839081,0.130477812801817,0.521072796934866,0.25691632421332083,0.09077122412320737,0.5499719652368937,0.3010662427849927,0.30842950937950936,0.7,0.1,0.22708183020683018,0.5616161616161617,0.33603172348484844,0.27270833333333333,0.5326427045177046,0.08245535714285712,0.26183333333333336,0.17242063492063492,0.32527996126680336,0.25400432900432907,0.09716029881871718,0.7749999999999999,0.11381870824782081,0.3226190476190476,0.2333333333333333,0.2818181818181819,2636,1.0
36,Q37,0.7383616464295776,0.7475768128971121,0.33515485485366037,0.5303894517931157,0,2,0,0,0.2026372720717009,0.10689872242891846,0.2697191162602721,0.16328235712025632,0.4903677758318739,0.2537519463116887,0.09337297593177801,0.6774251420272521,0.37551711389477344,0.3865440534917279,0.27708333333333335,0.2388888888888889,0.27292089996171626,0.3,0.33334435626102293,0.1504671717171717,0.5560516934046346,0.0027777777777777866,0.027083333333333327,0.1675,0.37024873125932445,0.29470959595959595,0.10208333333333333,0.0,0.0,0.17271825396825397,0.4033333333333332,0.17500000000000002,-2802,0.0
37,Q38,0.673582863279403,0.7092646352947597,0.20759947848831636,0.5008136679396087,1,2,0,0,0.10795236265847101,0.049614854182784475,0.22351675088901365,0.1073210622920472,0.4606650446066505,0.13546164664601207,0.026030531020339445,0.578410776808498,0.2840090944720574,0.2232139850889851,0.5343253968253968,0.1875,0.29523809523809524,0.046666666666666655,0.45643973751116607,0.09642857142857142,0.6022537878787879,0.051666666666666666,-0.15833333333333335,0.28450331234422144,0.343506461861725,0.13149751255257208,0.015277777777777807,0.5375,0.1,0.4067460317460318,0.1643685406916227,0.43499999999999994,-1131,1.0
38,Q39,0.9589840489858867,0.8973833638758031,0.47781068089621076,0.4970322438691291,1,2,0,0,0.05839518215361133,0.11099046777349915,0.1850632244467861,0.019904122237822383,0.29954337899543376,0.11675631578415491,0.14255465999087535,0.689943200801871,0.18934794372294372,0.26671893939393937,0.582,0.3666666666666667,0.2775496031746032,0.40952380952380957,0.3690277777777778,0.3090909090909091,0.5335457646641858,0.22867965367965368,0.19165513951726357,0.15238095238095237,0.31276885922719255,0.16952380952380955,0.0,0.28665824915824917,0.46666666666666673,0.2023809523809524,0.1643685406916227,0.11857142857142858,1257,1.0
39,Q40,0.8308077811325421,0.706843228697028,0.39943763248724806,0.5087651843386479,1,2,0,0,0.0,0.09307925436957694,0.2677581427581428,0.0,0.2722722722722723,0.13827307288510424,0.0,0.6049952391415806,0.28204331419609197,0.30419034949337975,0.5666666666666667,0.0,0.195093537414966,0.022222222222222216,0.3479730339105339,0.22249999999999998,0.5907539682539682,0.07814814814814815,0.15694444444444444,0.0,0.3370109317060536,0.2912121212121212,0.0016111111111111243,0.28665824915824917,0.19999999999999998,0.26896825396825397,0.057142857142857134,0.18914141414141414,-3843,0.0
