,quarters,ratings,title_senti,pnc_senti,work_duration,current_employee,recommend,ceo_approval,business_outlook,recommend_minus,ceo_minus,business_minus,ceo_same,business_same,recommend_plus,ceo_plus,business_plus,*_*,balance_life,balance_work/life,card_credit,care_take,co_worker,customer_service,depot_home,flexible_hour,flexible_schedule,full_time,hour_week,minimum_wage,none_none,part_time,place_work,profit_sharing,reimbursement_tuition,share_success,sharing_success,earnings,pred_column
1,Q2,0.34727395859951943,0.8414320126351613,1.0,0.4909443682305661,1,2,2,0,0.5497482791578273,0.7848026633922809,0.21026508742244782,0.4753026161655603,0.36761955650547684,0.5068431294138808,0.8005319812656903,0.2245980205881519,0.14777522812460245,0.06944444444444445,0.2739506172839506,0.0593007047359726,0.09880952380952383,0.3186114567203568,0.13747222222222222,0.2856681718664477,0.11666666666666668,0.3,0.23452380952380952,0.05184731934731934,0.30540123456790125,0.18292224026384532,0.2485246598639456,0.37888374485596704,0.19871894280703445,0.08333333333333333,-0.08645833333333333,0.333984375,1.035,1.0
2,Q3,0.11260330633696596,0.5375753071607562,0.20650750770658732,0.9065574951169236,1,2,2,1,0.6503578277050639,1.0,0.5418604651162792,0.12259615384615384,1.0,0.5938253315684748,0.6980517812157564,0.5495647654930492,0.14777522812460245,0.07266666666666666,0.5,-0.14583333333333334,0.12379100529100528,0.3186114567203568,0.3963864838864839,0.06963541666666666,0.55,0.1878472222222222,0.21287037037037035,-0.028367337395115173,-0.16666666666666666,0.2333333333333333,0.1778401575276575,0.27558333333333335,0.14137205387205387,0.20531505365840977,0.14137205387205387,0.14137205387205387,1.532,1.0
3,Q4,0.1194442729779411,0.5042942128762101,0.3495751086086019,0.7757823291609316,1,2,2,2,0.7842413595949719,0.25875131526023654,0.5010752688172043,0.7332506203473947,0.8030560271646859,0.700691852194108,0.769747662568849,0.8044692737430168,0.15583333333333332,0.09517006802721088,0.2064625850340136,-0.22187500000000002,-0.03125000000000001,0.3186114567203568,0.2853414351851852,0.07290482954545455,0.007916666666666669,0.06958333333333333,0.21495032166907166,0.13137345679012347,0.12238150498384574,0.18292224026384532,0.052770833333333336,0.35833333333333334,0.19871894280703445,0.20531505365840977,-0.16666666666666663,0.1549107142857143,0.947,0.0
4,Q5,0.2238425148533276,0.4946343784505385,0.6158003196304784,1.0,1,2,2,2,0.6437901025198941,0.5231749944510452,0.5963932518906341,0.45881997583568274,0.675392670157068,0.7956832431131016,0.8168441607983173,0.905554418087689,0.16666666666666666,0.0,0.38085789871504155,0.0593007047359726,0.171875,0.43333333333333335,0.05104166666666666,0.1828437950937951,0.35833333333333334,0.17406462585034016,0.2298845238095238,0.05566622324434824,0.12238150498384574,0.32499999999999996,-0.066984126984127,0.15925925925925927,0.7,0.06666666666666667,0.08412698412698412,0.12604166666666666,1.021,1.0
5,Q6,0.0757276962497815,0.4883404850997715,0.41507160804591653,0.9014180247285862,1,2,2,2,0.598118963314412,0.4263709354065816,0.27073347857661584,0.6351809954751133,0.783969728242174,0.9839471408616217,0.6761057550494466,0.8412750575090372,0.14777522812460245,0.0,0.13718663979105444,-0.2583333333333333,0.08749999999999998,0.5,0.4333333333333334,0.22825319521748091,0.2624458874458874,0.0,0.0981859410430839,-0.016105248917748907,0.3958333333333333,-0.065,0.16716269841269843,0.13912037037037037,0.07553449951409134,0.20531505365840977,0.06000000000000001,0.2833333333333333,1.226,1.0
6,Q7,0.09937255980317218,0.41491219507303806,0.0,0.6968890080737246,1,2,2,2,0.8892979249179107,0.6376591853699086,0.7425495262704566,0.6634615384615384,0.7280701754385965,0.40343095574119714,0.6371722190891314,0.8107054696635052,0.2966534391534391,0.08666666666666667,0.5599999999999999,0.0,-0.04375000000000001,0.25,0.2743616287094548,0.07601704879482657,0.4574999999999999,0.3552248677248677,0.1825705128205128,0.25603655603655606,0.06861471861471861,0.2,0.0709529611802339,0.44260311447811446,-0.024365079365079388,0.14019710448281877,0.016666666666666663,0.19444444444444445,1.795,1.0
7,Q8,0.0,0.279331066690266,0.14252587747107534,0.6050706006653622,1,2,2,2,1.0,0.7807293782710606,1.0,0.9556371739848135,0.7284843008809577,0.37748665774756596,0.5543647592140255,0.7336897882849401,0.16770833333333335,0.225,0.5249999999999999,-1.3877787807814457e-17,0.37777777777777777,0.43027973184223184,0.2531721611721612,0.16554989550679206,-0.042272727272727274,0.22160844556677892,0.23590277777777777,0.02187499999999999,0.058958333333333335,0.016666666666666673,0.19964973812196032,0.36302083333333335,0.1528030303030303,0.20531505365840977,-0.10572390572390569,0.10530303030303029,1.351,0.0
8,Q9,0.15472568305679907,0.6193231206429693,0.4280915157383949,0.8166690950906814,1,2,2,2,0.6817768989294805,0.42119584156491896,0.622005772005772,0.6845342157842159,0.7494873547505126,0.5423632153749006,0.6290833262191602,0.7770441848654139,0.2673611111111111,0.2375,-0.20208333333333334,-0.06111111111111111,0.10386111111111111,0.41575126262626266,0.23538400673400672,0.17225190769682294,0.16631493506493508,0.10348011363636363,0.24630180776014107,0.0354563492063492,0.1350108225108225,0.2,0.22413371350871353,0.30233360389610386,0.15104166666666669,0.20531505365840977,0.23611111111111113,0.33888888888888885,1.013,0.0
9,Q10,0.06388938122394608,0.5280159580776286,0.4341445327177904,0.8321589648198753,1,2,2,1,0.6815806723408603,0.4491413483098976,0.7541861188920014,0.8262766645119589,0.7860828541943092,0.582625662402164,0.5926242783474768,0.6816581381155814,0.14777522812460245,0.03785612535612536,-0.22518939393939394,-0.02857142857142855,0.16964285714285715,0.2092857142857143,0.17996913580246915,0.14977504638218925,0.13704545454545455,0.05981481481481482,0.239437037037037,-0.001858379715522575,0.03319128787878788,0.39285714285714285,0.17831571293290044,0.22066084956709955,-0.16424242424242425,0.03611111111111111,0.11432291666666666,0.3921875,1.379,1.0
10,Q11,0.09468768007814148,0.5892371155684848,0.726878382122587,0.6226737008131799,1,2,2,1,0.7086632958711048,0.5326328622887226,0.6490661601772714,1.0,0.7995201679412205,0.19879768428581088,0.41206593545984804,0.5615241369431313,0.14777522812460245,0.20517857142857143,-0.06678571428571428,0.0,0.30666666666666664,0.3062962962962963,0.2280925247591914,0.1807029132791328,0.14722222222222223,0.17828703703703702,0.2530768999518999,0.006845238095238091,0.2819534632034632,0.0953258547008547,0.21600203566274995,0.2805435999185999,0.05625,0.22916666666666666,0.1361111111111111,0.1465138888888889,2.05,1.0
11,Q12,0.20987629488388837,0.603100026872741,0.6425119335185586,0.5510939755809998,1,2,2,2,0.6659316018984013,0.4036005225032656,0.6472222222222223,0.42779876373626374,0.6870300751879699,0.5041529804533953,0.5185908741776555,0.7661612130885873,0.2791666666666667,0.41363636363636364,-0.35000000000000003,0.15,0.1976296768707483,0.4575,0.05929761904761904,0.232382582438138,0.13942460317460317,0.21598072562358278,0.3432986111111111,0.31302910052910055,0.23803030303030304,0.175,0.24218711843711843,0.4056370464852607,1.0,-0.06571969696969697,0.17333333333333334,0.17261904761904762,1.537,0.0
12,Q13,0.1396673224843831,0.5688113383533007,0.49805585286582926,0.46751870793289085,1,2,0,2,0.8290933676725776,0.6410989121083753,0.8704997573993208,0.6118155861605645,0.667088025741209,0.5090208497589448,0.09835639681425087,0.8299382791344442,-0.125,0.4376543209876543,-0.3125,-0.003124999999999989,0.13567460317460317,0.44309895833333335,0.19219337606837605,0.11218890291806957,0.19236199294532627,0.18185258194186765,0.21831022927689595,0.004943310657596365,0.13735175318508652,0.2375,0.1868984105988074,0.25298295454545455,0.007500000000000016,0.026388888888888885,-0.2,0.15288888888888888,1.379,0.0
13,Q14,0.12703608206126363,0.10738328906607066,0.21998630412224404,0.48626071509651075,1,2,0,2,0.7330637647715315,0.3782925450119131,0.7693577678718838,0.6651760201165848,0.5279580824274654,0.19853775114549752,0.0,0.8008832294321265,0.03602430555555555,0.2467075892857143,0.1872747564935065,0.071875,0.14131944444444447,0.7666666666666666,0.256722481962482,0.20472375267829815,0.24928270803270802,0.269831073633157,0.2377197254499886,0.22491987179487177,0.022276601998824228,0.39375,0.17514594642570833,0.2892066798941799,0.19101190476190477,0.5166666666666667,0.23741666666666666,0.27440476190476193,1.579,1.0
14,Q15,0.1513349607646816,0.12001320893907208,0.49062856150553774,0.37656142422129185,1,2,0,2,0.7215414356800417,0.431005621218761,0.7200449501334458,0.8379607118545173,0.6036995142724068,0.3943444984877461,0.08065380618406832,0.7551434080331099,0.05,0.3136764470097803,0.39668367346938777,0.15313819513819513,0.14224264705882353,0.24767203282828285,0.2417373136123136,0.19343554593554593,0.3088573089168327,0.16352941176470587,0.22340508675254436,0.03552910052910052,0.20712720315398886,0.19024691358024692,0.3279145619337927,0.4377938034188034,0.23777472527472526,0.35000000000000003,0.35833333333333334,0.12135912698412697,2.234,1.0
15,Q16,0.26621207738946884,0.051412263854074665,0.5540775466888319,0.41599164450424947,1,2,0,2,0.5015370059115953,0.22009778322360196,0.6449826989619377,0.2846686185786532,0.4032963030413404,0.41619528457044797,0.1572332062953109,0.8838027488353212,0.14777522812460245,0.2236842105263158,0.3,0.16645021645021643,0.15207142857142858,0.35684640522875816,0.2393700396825397,0.1735118489602185,0.078488455988456,-0.051267361111111104,0.26715900072150073,0.17684722222222224,-0.03409090909090909,0.2,0.1479470486111111,0.42951988487702775,0.3716931216931217,0.12652116402116403,0.24423076923076925,0.336,1.725,0.0
16,Q17,0.3229109017549189,0.1289666842789867,0.7361503538641965,0.4721804639817772,1,2,0,2,0.4410290890233118,0.20806008991244024,0.5461978273299029,0.5124274310595065,0.46388913965875234,0.5329595480439313,0.08299871452179157,0.8503502400413964,0.14777522812460245,0.2225026455026455,-0.040329861111111115,0.010721272031539886,0.20947063492063492,0.34683641975308643,0.3153609584859585,0.18114942484623336,0.17935405848155292,0.2459696160276431,0.25414274042950513,0.17040708812260538,-0.06776041666666664,0.21671957671957673,0.2757105142332415,0.4770047549252095,0.27090909090909093,0.20454545454545453,0.18166666666666664,0.2146031746031746,1.471,0.0
17,Q18,0.4245684990731722,0.1948123376755122,0.7243729229528493,0.560714008571786,1,2,0,2,0.44388644077613154,0.3009964932762758,0.6371964046662842,0.27768767377201115,0.42263792010145845,0.712657965878916,0.20570353636197083,0.925970442023481,0.303125,0.18208142026323845,0.3761904761904762,0.038503086419753085,0.3109862313612314,0.2971948127104377,0.26219907407407406,0.3394861251749007,0.29344464714029933,0.2229664346070596,0.237412037037037,0.10985329485329486,0.01663492063492063,0.47000000000000003,0.20445512423416462,0.3634924559750949,0.06623931623931623,0.26796875,0.24325396825396828,0.27054834054834054,1.803,1.0
18,Q19,0.4204333979051949,0.22474567606449847,0.7942425305486813,0.433414480999033,0,2,0,2,0.5530147579962962,0.32633312007938275,0.6031704479348459,0.3695252718485703,0.49765775695783965,0.5224274406332455,0.0482611426817978,0.8423762028722689,0.14844322344322342,0.2611498708010336,0.007411228689006473,-0.018333333333333337,0.18169543650793651,0.5033119658119658,0.27496740567861255,0.29267646705146705,0.28778108465608465,0.1791824944602722,0.27712631199210147,0.14405643738977073,0.19235714285714287,0.08910934744268076,0.17641106523106523,0.43689459247648904,0.23410714285714285,0.35357142857142854,0.20674242424242423,0.09818181818181819,2.441,1.0
19,Q20,0.22601727571867333,0.0,0.4965123899717374,0.3390284069181324,0,2,0,2,0.5286706446852504,0.43254235572617195,0.6221628838451269,0.7295111430625448,0.5740987983978638,0.38716227743285825,0.06617857303265459,0.7491552983120884,0.1037037037037037,0.18227671451355662,0.10833333333333334,0.065625,0.1926202817650186,0.19615394305870495,0.25953816179031697,0.18855835015051883,0.15535837268791816,0.11542214321626086,0.2505203164044627,0.10862006974506974,0.08666666666666666,0.4666666666666666,0.15883763523298405,0.37604294892560197,0.47028769841269835,0.2333333333333333,-0.0176003086419753,0.2331794131794132,1.969,0.0
20,Q21,0.48773359871358957,0.2648783193835868,0.4288156713964604,0.4461754326443215,1,2,2,2,0.4389971915843941,0.36081087769009357,0.5390745501285348,0.8379103223254893,0.4305236097956974,0.5303197524846973,0.3112853797045668,0.8737487613275696,0.1311111111111111,0.3770959595959596,0.13749999999999998,-0.0023106060606060633,0.0916824494949495,0.2762673611111111,0.27300229182582125,0.22437623959964387,0.2278609528226875,0.1929055956798304,0.23651255754827183,0.1773611111111111,-0.052545351473922905,-0.08416666666666668,0.20459239834239834,0.3812733585858586,0.1602994227994228,-0.042410714285714295,0.29062334656084654,0.30914930555555553,1.744,0.0
21,Q22,0.22178005286268235,0.15980306806379502,0.512577764289399,0.48369987772055933,1,2,2,2,0.5999235661435249,0.6620855028552398,0.7336590662323562,0.8114507642194941,0.5234013372192696,0.28241889520928304,0.270766034603655,0.759922115262133,0.14777522812460245,0.1561208236208236,0.05908820346320348,0.1965,0.13402777777777777,0.3282459515792849,0.17370896464646465,0.3517502258355917,0.14594747073913739,0.020592031425364758,0.2730138090589771,0.046720085470085465,-0.019886621315192744,0.0846938775510204,0.23232886099515565,0.367162975912976,-0.03969696969696969,0.35558333333333336,0.15546296296296297,0.33489564007421146,2.014,1.0
22,Q23,0.5424864468212747,0.18738613900516993,0.41422046674871965,0.4798970485541354,1,2,2,2,0.4820608896681892,0.45153030467309985,0.6362108800672128,0.691271630071252,0.4877126654064272,0.6152851891463603,0.39165327536078737,0.9067387608114815,0.14777522812460245,0.3679411764705882,0.20782312925170068,0.08333333333333333,0.2534594757094757,0.34695286195286196,0.4053325123152709,0.2487207192320571,0.23550184383517717,0.2442828798185941,0.24808582166841095,0.10176566854198434,0.30024551066217736,0.1826090909090909,0.12189715689715688,0.4865703914141414,0.16225694444444444,0.4,0.23625,0.10609722222222222,2.672,1.0
23,Q24,0.44034779904551385,0.1926249220304783,0.48018132741973674,0.46516370253932265,0,2,2,2,0.4744997756124182,0.413842778268337,0.5278512753999136,0.8246408260999704,0.48609461396682363,0.5009247295111182,0.2862756156889532,0.867073886485664,0.09656036556036558,0.3267446633825944,0.06600074404761906,0.17997150997150999,0.23024691358024693,0.2845522533022533,0.1870991253644315,0.17451992949072387,0.13504135715588916,0.12703022530766434,0.24751248216124244,0.12903013403013402,0.07195379723157501,-0.01437500000000002,0.1603724216959511,0.48084250136836343,0.21342881944444442,0.10757227891156462,0.17485569985569985,0.3,2.165,0.0
24,Q25,0.4670826673216573,0.28926751097706066,0.4306534976201486,0.42387618775046687,1,2,2,2,0.46979538544246147,0.4283831089543949,0.5415890191363592,0.7949469376430605,0.4979355512315504,0.7632746092434276,0.3386398251025952,0.910377762441376,0.21428571428571427,0.16780760905760905,-0.3125,0.08808333333333333,0.24849206349206346,0.33952132936507934,0.21247742400968206,0.2787081588720933,0.26317002663412237,0.27869288460907776,0.24909646556362658,0.1496222904510948,0.24431216931216934,0.31592261904761904,0.21423209956709957,0.349813802709636,0.198937908496732,0.2632380952380952,0.27674648268398266,0.3007509157509158,1.779,0.0
25,Q26,0.35796851008641983,0.12237699749530546,0.38427640392777596,0.42042859656634457,1,2,1,2,0.4877857693295659,0.5528019950124688,0.6183171521035599,0.883588498879761,0.5339294839039346,0.46281366761936493,0.21009686213034476,0.786895915821446,0.3350381161236424,0.2421054018445323,0.31023809523809526,-0.04738095238095239,0.33989772608604846,0.21677717019822285,0.2680054012345679,0.17324550207288303,0.25775539867109637,0.13162903667214013,0.2997575957992624,0.06138399621212121,0.07204915333204806,0.35441666666666666,0.205407728432282,0.3731860457251082,0.23843434343434342,0.34246031746031746,0.39492063492063495,0.24032738095238096,2.404,1.0
26,Q27,0.23253837632514987,0.1564279149223146,0.10794851037549535,0.4400163549677539,1,2,0,2,0.6007065139264312,0.7014699032235924,0.6650356778797146,0.6396436132674667,0.511286817962337,0.12105993906845966,0.17688062498638019,0.7541899441340782,0.057031250000000006,-0.009722222222222212,0.35000000000000003,-0.016074404761904783,0.17209706959706958,0.35,0.2485733826358826,0.13955996654860292,0.1446095628908129,0.2998532741205155,0.2496108058608058,0.17229629629629628,0.11409778554778556,0.13952380952380955,0.20956916099773243,0.13833987960263472,0.2646428571428571,0.39801587301587305,0.13541666666666666,0.3399691358024691,3.506,1.0
27,Q28,0.5837992653716845,0.2634799262422711,0.4632208012203932,0.47127030827191,1,2,2,2,0.33432472603273594,0.5407335472976752,0.5108121574489287,0.69407554329079,0.44315946817716934,0.6004421764683016,0.23069246589045725,0.8507653380765088,0.09666666666666666,0.20022222222222222,0.29217171717171714,-0.1001984126984127,0.11388888888888889,0.06058066083576286,0.17478473510616366,0.18462235657063242,0.22110103300579492,0.17780483405483405,0.26148431594860166,0.10655555555555554,0.12574810606060607,0.52,0.21630012531328321,0.5040064667842445,0.19871894280703445,0.0962962962962963,-0.005178571428571419,0.20390624999999998,2.867,0.0
28,Q29,0.42158844419563646,0.6988265252430217,0.39154218201807134,0.3377533921023696,1,2,2,2,0.42162954720823237,0.37928824650836107,0.5436920728382947,0.8194402506227826,0.5396931976654098,0.33864268310321005,0.2275093393452372,0.7144697671613642,0.3263888888888889,0.10612268518518518,0.2520601851851852,0.15706864564007422,0.13999999999999999,0.46208333333333335,0.20052669552669553,0.1098679916841011,0.255463888107077,0.11950044802867382,0.14317012770020288,0.18691515495086924,0.010884353741496619,-0.09999999999999998,0.1529541980726717,0.42069255932037886,0.06173571428571428,0.2920068027210885,0.22333333333333336,0.2505952380952381,2.344,0.0
29,Q30,0.4805070061716175,0.6304102767749947,0.28728623337685333,0.29847748901724797,1,2,2,2,0.49877868895594063,0.38789678946649603,0.6038990308767186,0.8133971758464659,0.48201131632326255,0.36051498208236077,0.272274809269787,0.7812163586297551,-0.07473757112908057,0.1725175865800866,0.1284855769230769,0.03055555555555556,0.14854497354497354,-0.110273951637588,0.39983232950624253,0.1060848459080602,0.09653364657023193,0.06379545454545456,0.2591568191568191,-0.055247877122877126,0.15,0.1087121212121212,0.3012247474747475,0.38027439024390247,0.11083333333333331,0.155538961038961,0.2544423631923632,0.1514455782312925,2.513,1.0
30,Q31,0.6586936954098478,0.8752754921632508,0.28769042917452686,0.19158095220210714,0,2,2,2,0.2400955337037248,0.18247321362831695,0.4918556553986593,0.7956576478720253,0.4328761570164178,0.7155408632269907,0.325722791355726,0.8390645505984611,0.17553125,-0.045748299319727896,0.12464285714285717,-0.004183261183261183,0.14579294217687072,0.5808333333333333,0.09340643274853802,0.28545217148442953,0.2685623141031304,0.281701871657754,0.2048650586323,0.11724941724941725,0.17522376829519687,-0.03375000000000001,0.22475194118051262,0.34067405303030307,0.22509469696969697,0.20714285714285713,0.05833333333333334,0.1732717803030303,3.479,1.0
31,Q32,0.9686326070734218,0.9672838286843368,0.7790080808666695,0.18570406116172908,1,2,2,2,0.09900355338642004,0.14876165142698808,0.3164197530864198,0.34535256410256404,0.3269005847953216,1.0,0.4624947062181222,1.0,-0.025219298245614034,0.400403124212648,0.22666666666666666,0.14895833333333336,0.23125,0.12499999999999997,0.6083333333333333,0.15118714317083884,0.10297288359788359,0.14293940145502645,0.2856111111111111,0.008333333333333325,0.35,0.010538548752834479,0.19440104166666666,0.36705003330003333,0.029095238095238098,0.08518518518518518,0.35,0.012499999999999997,2.769,0.0
32,Q33,0.7997080037878512,0.9112911365208519,0.5353476563065971,0.3716519489850853,0,2,2,2,0.1831369370173088,0.22975455572645231,0.38239077400754046,0.4181828650391525,0.38848618552368946,0.5408113287183642,0.32467021985416566,0.8911785367811862,0.14777522812460245,0.09027777777777778,-0.2,-0.12976190476190474,0.10417690940012367,0.22708333333333333,0.15552083333333333,0.33153846153846156,0.17566576233668071,0.19563492063492063,0.2736845238095238,0.21900462962962963,0.35,0.27895622895622896,0.2520089285714286,0.35696637426900585,0.19871894280703445,0.2533333333333333,0.04999999999999999,0.2384259259259259,2.481,0.0
33,Q34,0.832733939104883,0.922723696744044,0.6893922569525011,0.0,0,2,0,2,0.1485836235580858,0.12092967581047383,0.409405684754522,0.0,0.43157894736842106,0.8794168953093912,0.22881084851669198,0.8605950370274132,0.14777522812460245,0.34861111111111115,0.13718663979105444,0.28888888888888886,0.20957532051282052,0.24444444444444444,0.41250000000000003,0.20999485596707818,0.20094479458450043,0.19313132634561203,0.2853798185941043,-0.08333333333333333,-0.05368686868686869,0.165,0.2163758116883117,0.5611111111111111,0.3340909090909091,0.5,0.16875,0.3,2.245,0.0
34,Q35,0.6772051635239603,0.7553298077005817,0.30409155953445205,0.08907845408655092,0,2,0,0,0.18274339651783286,0.14072120338811825,0.4471215351812367,0.23522839101197301,0.34502300527438,0.24749227852445269,0.20225829289800717,0.7332848923776965,0.05892857142857144,0.25379464285714287,0.13718663979105444,0.32453703703703707,0.1314294928255967,0.2422863247863248,0.09676190476190477,0.228967258794845,0.24555555555555553,0.3006302521008403,0.2701636904761905,0.06388888888888888,0.2102117327117327,0.3432291666666667,0.25145508658008653,0.3031553876406818,0.19871894280703445,0.14833333333333334,0.20762987012987014,0.17644444444444446,4.332,1.0
35,Q36,0.7151515163798499,0.742659436857026,0.3565231365757223,0.0480880142105149,1,2,0,0,0.1676004442362612,0.08845800792137308,0.3624444444444445,0.5123585972850678,0.37275541795665634,0.204580829693355,0.10974034202975776,0.7394019060138022,0.3714814814814815,0.4919140625,-0.14955357142857145,0.19069444444444444,0.12019907407407408,0.3484490740740741,0.1918111111111111,0.24442398287986525,0.24165258803885853,0.21022030197811445,0.27770033455301313,0.18941313244047617,0.20628086419753086,0.26011904761904764,0.2818104415425844,0.43078547958854563,0.20750000000000002,0.20687830687830688,0.18703703703703703,0.36486742424242424,3.432,0.0
36,Q37,1.0,1.0,0.6085991322682792,0.1419221282917031,1,2,0,0,0.0,0.0,0.2273064115191595,0.11338766762996386,0.30379240630068205,0.42523107158887496,0.2673205271826776,0.8124494459392856,0.30531715969215967,0.31700825825825824,0.25497835497835497,0.19616402116402115,0.2400042517006803,0.26914468344155845,0.26990637400793654,0.29243204898446834,0.291092831153315,0.2684645641882484,0.28218338143338145,0.21261111111111114,0.30679687499999997,0.11310736677115987,0.30422581611260857,0.5032503607503608,0.15370370370370373,0.1979404761904762,0.17087632275132275,0.19999999999999998,2.857,0.0
37,Q38,0.6982351512789216,0.7811353538561928,0.32345176996261105,0.12412849547591923,1,2,0,0,0.20754787335415922,0.29867244262958403,0.3839084149146739,0.23757453427650824,0.35086029952107034,0.139587618126916,0.15754922528980175,0.7485011417950794,0.19722222222222222,0.18878761574074074,0.09476190476190476,0.33539399092970523,0.2665111367127496,0.3165319865319865,0.22914427008177007,0.26065996569567995,0.20386292579474397,0.24016007532956685,0.2910945767195767,0.09557688226805874,0.22973370927318296,0.12328703703703707,0.32199673238888926,0.37466788698270176,-0.02857142857142858,0.25518650793650793,0.147012987012987,0.3159090909090909,4.145,1.0
38,Q39,0.7425325845087434,0.6654737487879229,0.3794516449153707,0.13392524664725147,1,2,0,0,0.2082466779524984,0.33947300423639704,0.4912650602409639,0.047294949026876594,0.28289473684210525,0.12787524012370616,0.22545936937830321,0.7491418186713334,0.29461805555555554,0.23734269593253968,0.07806712962962963,0.11254850088183421,0.2379698553479041,0.26870670995671,0.2592613636363636,0.24427337708587707,0.2120481537768772,0.1581037688827544,0.27339758120488294,0.09977221620971621,0.22366304017619806,0.1097718253968254,0.16068499387817567,0.459692042603435,-0.01902777777777779,0.14506916099773243,0.29827350427350424,0.24143069584736251,4.807,1.0
39,Q40,0.7173100341425077,0.7057866844513369,0.21948564751897803,0.15177323618703356,1,2,0,0,0.2648986067924721,0.44231022443890283,0.5120564763658687,0.08398852528686783,0.29133469031695264,0.0,0.20204764449468557,0.7222445137195593,0.02052083333333335,0.3198474827641494,0.4425,0.2422077922077922,0.1558106575963719,0.13259803921568625,0.18269432109965197,0.27593498309817754,0.20032502891729084,0.21898942952025144,0.2581986018723823,0.09711382532811104,0.16410870610870612,0.053351648351648344,0.2974397965158834,0.46921437245207737,0.20282186948853612,0.04459054834054833,0.2196190476190476,0.2583876098648826,4.129,0.0
